"ResponseId","topicID","text"
"R_1H8p896YhYd5XU8","like_work","I am a nanny to a 4 year old boy. I have been his nanny since he was 3 months old, and I have helped take care of him and taught him many things. I do like it even though it can be frustrating at times. It has taught me to be more patient as he gets older and more inquisitive and more resistant as well."
"R_1H8p896YhYd5XU8","friend_value","I value trust the most in a friendship. When you can really trust someone, whether it be with information, your most guarded secrets, or just to trust that they will be there for you, it will prove to be a good relationship. It hurts when someone you think you can trust betrays you."
"R_1H8p896YhYd5XU8","famous","I don't think I would like to be famous. Too many people would know too much information about me. I like my privacy so I would not like that invasion at all. In addition, I don't like taking pictures. I also am very much a homebody and don't really like getting approached by strangers."
"R_1H8p896YhYd5XU8","mind_body","I would prefer to retain the mind of a 30 year old. As much as I would want to have a young body, it sometimes scares me to think that I could lose my knowledge of certain things and need help to do basic things. Plus, it would look weird to be a certain age but look like a 30 year old."
"R_1H8p896YhYd5XU8","garden","The only ""plant"" I have are some roses in front of my house. They're dead now because it's winter, but they looked beautiful during the summer. I would like to branch out and have more flowers in my yard next summer. My mother has many beautiful flowers, and her yard is gorgeous."
"R_1H8p896YhYd5XU8","cute_baby","I love a child's laugh. I think the cutest thing a baby or child can do is giggle. It is even cuter when they find something particularly funny, and they do a deep laugh from the belly that usually continues because they can't stop. It makes me very happy to hear that sort of laugh."
"R_1H8p896YhYd5XU8","fire_rescue","I would probably save my laptop mainly because of the cost of the item. There is nothing else in my house that I'm especially attached to. Everything else can be replaced pretty easily (and so can the laptop), but I would save it because I can then use it in the following days to file claims and replace other things."
"R_1H8p896YhYd5XU8","religious","I wouldn't consider myself a religious person. I believe in the existence of God, and I grew up going to Church. But I wouldn't call myself religious because I don't really ""turn to"" God in different times of my life. I don't pray to very much either."
"R_1H8p896YhYd5XU8","strangest","The strangest thing about where I grew up was that the school in my neighborhood was very small. It's strange to me because each grade had no more than 20 students, and I graduated from the 8th grade in a class of about 15 students. Whereas where I am now, there are about four classes of 20 for each grade in school."
"R_1H8p896YhYd5XU8","why_studies","I do these studies to make a little extra money. You can't get rich, but if you do quick ones that have a decent dollar amount attached to them, you can make some pocket change. I've been doing them more recently to make some extra money to buy Christmas gifts early for my family."
"R_1hQYH88XbZnALvG","mind_body","I would want a 30 year old mind. That is more valuable. A body is not worth much if you can't use it."
"R_1hQYH88XbZnALvG","like_work","I sell life insurance. I like meeting people. You get to find out about their finances and know what works for other people."
"R_1hQYH88XbZnALvG","fire_rescue","I would take my notebooks. I have things written in them. I cannot replace those things."
"R_1hQYH88XbZnALvG","last_sing","I sang to myself a week ago. I haven't sang to anyone else in years. That was at church."
"R_1hQYH88XbZnALvG","garden","I do not. But my family had some when I was growing up. I loved the fresh vegetables."
"R_1hQYH88XbZnALvG","strangest","We had the first wave pool in America. It was a small town. But we had a water park."
"R_1hQYH88XbZnALvG","famous","I do not care. It is not important. What matters is what you do for others."
"R_1hQYH88XbZnALvG","cute_baby","I have seen a baby try to walk. The baby took a few steps. Then he fell."
"R_1hQYH88XbZnALvG","religious","I am. I am a Christian. I believe in evangelism."
"R_1hQYH88XbZnALvG","friend_value","I value loyalty. I do not like when a friend betrays you. You can be wrong and you still want them to support you."
"R_1hQYH88XbZnALvG","how_raised","I wish my parents could have taught me how to make money. I was too lazy as a kid. I did not know about life."
"R_1hQYH88XbZnALvG","why_studies","I like them. They are fun. They are interesting."
"R_1i8tD8ALIfxjVzb","last_sing","I sang to myself in the shower today. It was during my morning shower and I began to hum a a song and then sing the words. The last time I sung to someone else was on a date last week when my girlfriend and I went to dinner."
"R_1i8tD8ALIfxjVzb","strangest","The strangest thing about where I grew up was that it was a small town. Everyone knew everybody else business. If you got in trouble other parents knew before your own parents."
"R_1i8tD8ALIfxjVzb","garden","I do not have any gardens or fruit trees. I do however have chili peppers growing on my balcony. I love using the peppers in my cooking."
"R_1i8tD8ALIfxjVzb","famous","No I would not like to be famous. I don't like to be the center of attention. I am a private person and like to lead a private life."
"R_1i8tD8ALIfxjVzb","friend_value","I value trust in a friendship the most. Trust is important because you know that you can depend upon or say anything to a friend and they will keep it between the two of you. If you can't trust your friends whats the point of having friends in the first place."
"R_1i8tD8ALIfxjVzb","cute_baby","The cutest thing I have seen a baby do is speak his or her first words. It is always cute to hear a baby say momma or dadda. I think a child's first words are priceless."
"R_1i8tD8ALIfxjVzb","why_studies","I do online studies for extra money. I use the extra money for bills or for shopping. It enables me to also spend more when I am out at night with friends."
"R_1i8tD8ALIfxjVzb","how_raised","I would change the effort that was taught to do well in school. I feel sometimes I wasn't pushed hard enough for my own good. I would have liked to see more demand from my mom."
"R_1i8tD8ALIfxjVzb","like_work","I work for a sales and marketing company. I help promote our clients products. I like my job because the schedule is flexible."
"R_1i8tD8ALIfxjVzb","fire_rescue","I would run and save my family photo albums. It holds memories that cannot be replaced. I have many pictures of my father and relatives who have passed away."
"R_1i8tD8ALIfxjVzb","religious","Yes I a a religious person and have a strong belief and faith in god. I love our heavenly father and try to walk in his footsteps the best I can. He died for our sins so that is why I am a big follower of the lord."
"R_1i8tD8ALIfxjVzb","mind_body","I would definitely choose living longer while having a young mind. The mid is a powerful thing and it's important to keep it sharp. I feel that mind and wisdom comes before looks and beauty."
"R_1IBgq40cTgQ6X4n","cute_baby","I can't remember anything that I thought another baby or child do. I can however, remember the cutest thing that I did as a child. I have a picture of myself when I was four years old, my shirt has a number four on it and I am holding up four fingers to show how old I am."
"R_1IBgq40cTgQ6X4n","garden","I have plants, but I don't have fruit trees or a garden. I don't need fruit trees because there is enough fruit at the store. I don't need a garden because there is enough plant life in the area that I live in."
"R_1IBgq40cTgQ6X4n","why_studies","I have two reasons why I do these online studies. I think that the tasks are interesting to do. I also like the money that I make from them."
"R_1IBgq40cTgQ6X4n","mind_body","I would want to retain the mind of a 30- year old. The mind is such a powerful thing in life as far as getting things done. The mind is more important than the body in order to empower yourself."
"R_1IBgq40cTgQ6X4n","how_raised","I would change the fact that I was not from a wealthy family. I also would not be from the USA. I think that those two things are not to much to want."
"R_1IBgq40cTgQ6X4n","famous","I would not want to be famous. I feel being famous is something that is not important in life. I think that there are many other things to focus on doing instead of being famous."
"R_1IBgq40cTgQ6X4n","last_sing","The last time that I sang to myself, I was singing along to a song on the radio some time last year. I don't remember what the title of the song was. The last time that I was singing to someone else, I sang happy birthday to my cousin."
"R_1IBgq40cTgQ6X4n","like_work","I work in the manufacturing and retail sectors. I like being productive and getting things done with my job skills. I also like making money."
"R_1IBgq40cTgQ6X4n","friend_value","I value loyalty the most in friendship. I value anybody that is a friend no matter what happens in life. I believe that the longer the friendship is, the better it is."
"R_1IBgq40cTgQ6X4n","fire_rescue","I would get a bag and then put my secret stash box in it. This box contains secret files that I cannot let strangers know about. I would also save some of my religious items. I would save these items because they are difficult to replace."
"R_1IBgq40cTgQ6X4n","strangest","There is nothing strange about the town that I grew up in. The only thing that I would say is different from many places is the fact that there are a lot of hills in the town. This is something different about the town, but I don't think that it is strange."
"R_1IBgq40cTgQ6X4n","religious","I am a religious person. I believe that I live in a religious way with the way that I am involved in my community. I believe that I follow the rules of my religion enough in life."
"R_1IjOixFzv01Ti1P","religious","I am absolutely not religious at all. I was sent to eight years of Catholic school and somewhere around the end of it I realized that it just didn't make any sense and it's all just a fantasy story. Also I majored in philosophy in college which only solidified those beliefs."
"R_1IjOixFzv01Ti1P","famous","I would love to be famous. I think it would be incredibly easy to get laid and you could probably devise some way to get rich off of the fame. If I could choose which way, I'd be a professional athlete, that way I'd also be in good shape!"
"R_1IjOixFzv01Ti1P","friend_value","I probably value loyalty the most. A friend is someone who you can count on and if they aren't loyal to you then they aren't much of a friend. You know what they say: ""a friend in need is a friend indeed."""
"R_1IjOixFzv01Ti1P","last_sing","That has to be at least 5 years ago. I can't remember ever singing to myself, but I have done some karaoke. I remember singing Baby Got Back in karaoke with some friends. We are all very white so it was incredibly awkward but a lot of fun."
"R_1IjOixFzv01Ti1P","why_studies","Whenever I have a spare hour or so with nothing really to do, it's an interesting thing to do. Some studies give you a perspective on life or psychology that can be fascinating. Also, not to mention it's nice to have just a little extra money."
"R_1IjOixFzv01Ti1P","fire_rescue","Definitely my desktop computer. I basically live on my computer so I might even save it over my loved ones and pets. It so many things on it that I couldn't bear to lose, it would be like the loss of a child if I couldn't save it."
"R_1IjOixFzv01Ti1P","garden","I don't anymore but in the house I grew up in we had an apple tree in our backyard. The apples were awful, even when perfectly ripe they were extremely tart and basically inedible to me. However, the deer liked them and so it was nice to have some cool animals come around to look at because of the tree."
"R_1IjOixFzv01Ti1P","strangest","The strangest thing is probably our school mascot. It's called the Hodag and it's this mythological giant green lizard with a huge head and sharp claws and spikes along it's back. It was supposedly made up by loggers to scare away other people from their lands."
"R_1IjOixFzv01Ti1P","cute_baby","Well you probably know that I don't like kids or babies at all so this is a hard question. I do however like cats, and that reminds me of a video where a cat walks up to a clearly distraught child and comforts him. The cat literally just hugs him and it makes everything better."
"R_1IjOixFzv01Ti1P","like_work","I'm a bartender. I work at this little hole in the wall restaurant and it's really fun to chat all day with a lot of different people. It's also great that the income is mostly in tips so you can hide money from the government and pay less taxes."
"R_1IjOixFzv01Ti1P","how_raised","When I grew up my parents were very sheltering. They never let me do anything that could remotely hurt me so I grew up very timid and scared. Furthermore they sent me to eight years of Catholic school which was so awful."
"R_1IjOixFzv01Ti1P","mind_body","That's a tough question, probably the mind. I figure if I have the body of a 30 year old but an old mind, the body is sort of worthless because I won't have the brain faculties to use it effectively. However, with a 30 yr old mind I can always read books and do other activities that only require mental power."
"R_1ikQFsVTnm0wTxe","friend_value","I value trust, reliability, and understanding. Being able to trust someone is the most important part of a friendship. Reliability is important because you need to be able to depend on your friends. Understanding is also important because friends need to be able to be flexible with life circumstances. "
"R_1ikQFsVTnm0wTxe","why_studies","I do these online studies because my family really needs the money. My husband works full time and I stay home with the kids. The little bit of extra money helps us with our groceries."
"R_1ikQFsVTnm0wTxe","fire_rescue","I would most likely not risk it and stay outside. However, if I did have to run back in, I would grab the family laptop. It has all of our family pictures in it and music too."
"R_1ikQFsVTnm0wTxe","cute_baby","Today, I made faces at a little boy in the post office and he kept giggling. He was very cute and well behaved. I hid behind my envelope and would pop my head up and make a face and he'd laugh."
"R_1ikQFsVTnm0wTxe","religious","No, I am not a religious person. I don't believe in god, I only believe in science. I am an atheist. "
"R_1ikQFsVTnm0wTxe","garden","Yes, we have apple trees, a cherry tree, and blueberry bushes at my house. My husband does all of our gardening. He also has a small garden where he grows vegetables. "
"R_1ikQFsVTnm0wTxe","like_work","I am a stay at home parent. I take care of our three kids while my husband works. It's hard work but I'd rather stay home than send the kids to daycare."
"R_1ikQFsVTnm0wTxe","strangest","There really isn't many strange things about the town where I grew up. It's a small colonial town and I still live there. One funny thing is that we celebrate the fourth of July two weeks late every year because that's how long it took it took to get the message on horseback in 1776."
"R_1ikQFsVTnm0wTxe","how_raised","I would give my family more money so my dad wouldn't have to worry so much. I would like to be encouraged to read more. I would also choose not to have gotten a dog."
"R_1ikQFsVTnm0wTxe","famous","No, I would never want to be famous. I really value my privacy and I feel bad sometimes that famous people have to sacrifice their privacy for their art. I like that Sia covers her face during performances so people don't know what she looks like and she can continue making music without giving up her privacy."
"R_1ikQFsVTnm0wTxe","mind_body","I would want the body of a 30 year old, not the mind. With age, we learn and gain wisdom. It would be a great life advantage to have the wisdom of a 90 year old with the body of a 30 year old."
"R_1ikQFsVTnm0wTxe","last_sing","I sing in the car when I'm driving by myself. I also like to sing at home when I'm playing my autoharp. I don't like to sing in front of other people."
"R_1ilMTVNgyW1SmfV","fire_rescue","A jewelry box that my husband made for me. It was the first wood working project he ever did. He had found the Alligator wood down on a fire assignment in New Mexico and carried the wood with him back here to Idaho. He spent months creating this beautiful little jewelry box without my knowledge. At the end he burned an inscription into the underside of the lid with a very heartfelt and meaningful message to me. Every day for years I've looked at that box and it means the world to me. "
"R_1ilMTVNgyW1SmfV","like_work","It depends on your definition of work. For money right now I'm just on Amazon Turk. I like that I can do it whenever I want. But I also hatch and raise chickens and turkeys to sell as well as selling farm fresh eggs. It doesn't exactly make much but  birds a passion of mine. Most of my actual work goes into homeschooling and raising my kids and working our farm. That is real work. "
"R_1ilMTVNgyW1SmfV","how_raised","Oh, this is a tough question. In a lot of ways I wouldn't change much. I had hundreds of acres to run, horses, dogs, birds, goats, llamas, pigs, practically any animal I could manage to find. I had a ton of freedom and adventures. But I could have done without the alcoholism, narcissism, abuse, drugs, bankruptsey, losing our home, the fighting, the lies, the hiding from people, and the shame. "
"R_1ilMTVNgyW1SmfV","strangest","We lived on the outskirt of a tiny little unincorporated town, that had maybe 10 families. There was a sign on the highway when you drove in that described the number of cattle, horses, and goats in the town, and then the number of people. Something like ""800 cattle, 200 horses, 150 goats, 40 people."" It made it obvious that it was an extremely rural farm area. "
"R_1ilMTVNgyW1SmfV","why_studies","I do these because I could use a few extra bucks to help pay for my kids birthday and christmas presents. Some of them are actually very interesting and make a person use their brain, such as this one. I'm currently enjoying this one, as this is probably the most conversation I'll get to have for awhile. "
"R_1ilMTVNgyW1SmfV","friend_value","I think I value comfort the most. When I'm friends with someone I want to be able to have them come to my house despite it being a disaster some times. Or they feel like they're able to ugly cry and eat a pint of ice cream together. I don't want there to be competition or pretense. Just a mutual exchange of friendship."
"R_1ilMTVNgyW1SmfV","religious","I am not a religious person. I am pantheistic. I believe that religion on a whole is a very deceitful, angry, historically bloody and vicious tool of indoctrination that is used to control large populations and keep them blind and stupid. "
"R_1ilMTVNgyW1SmfV","garden","Yes, I have all three. We have various plum, apple, and rosehip trees and shrubs on our acreage. I constantly keep a variety of herbal and medicinal plants growing in my house as well as outside as the weather allows. We have a seasonal garden that is about 1/4 of an acre. "
"R_1ilMTVNgyW1SmfV","mind_body","I would want to retain the mind of a 30 year old. A body is a semi useless bag of water that can be so easily harmed and inhibited. At 90 I would love to be able to think as clearly and freely as I do now. Thoughts are better food to the mind than a body. "
"R_1ilMTVNgyW1SmfV","famous","No. Absolutely not. Fame or infamy is for fools. I'd rather lead a normal, quiet , productive life out in the country and away from the idiocy of fame."
"R_1ilMTVNgyW1SmfV","last_sing","I sang in the truck this morning while driving to the Post Office. ""Somebody To Love"" and believe me, I did not do Freddie any justice. I sang to my children this morning as well. We sang ""The Wheels On The Bus."" They thought it was a lot of fun as we went through all the movements. "
"R_1ilMTVNgyW1SmfV","cute_baby","This is a tough one. I have two absolutely adorable children so I don't know that I can pick just one. I suppose if I had to, I would say currently I'd choose when my 3 year old son climbs into bed with me in the early morning to snuggle. He always grabs my face, kisses me, and sleepily says ""I uv you momma."" And then drifts back off to sleep while snuggled up tight to me. He's really the sweetest little guy. "
"R_1ILxpIphPDuHonz","famous","I have no interest in being famous.  If I had to endure fame I would hope it would be because of writing.  But I'd Salinger it."
"R_1ILxpIphPDuHonz","like_work","I work in book publishing.  I enjoy being in a laid-back, intellectual environment where ideas and ethics hold sway over profits and self-interest.  It suits me well."
"R_1ILxpIphPDuHonz","last_sing","lol.  Sometimes I sing along with music but I dont sing to myself and have never sung to another.  Thats an odd question."
"R_1ILxpIphPDuHonz","fire_rescue","My first edition of Infinite Jest.  Its like a friend to me.  David Foster Wallace, who I miss greatly, was someone I greatly admired and I loved his work."
"R_1ILxpIphPDuHonz","mind_body","It depends.  The mind of a 90 year old could be in excellent shape.  I'll say this- I value the mind far, far above the body, so if I had to choose Id opt for the mind.  But the mind of a 30 year old lacks experience and understanding.  If we're just talking about plasticity and ability to remember and so forth, then the mind is an easy choice for me.  "
"R_1ILxpIphPDuHonz","strangest","It was obscenely wealthy.  The usual domestic turmoil was hidden beneath a veneer of superiority and narcissism.  It was surreal to grow up among people whose main, if not only value, was wealth accumulation."
"R_1ILxpIphPDuHonz","why_studies","Sometimes I enjoy doing them.  But mostly its for a little extra spending money.  The trade-off for working in book publishing is you dont get rich, generally speaking.  Fine with me.  Turking allows me to get  couple extra things I might not otherwise."
"R_1ILxpIphPDuHonz","friend_value","Honestly, honesty.  I think its the foundation of good friendships.  Also empathy, humility and selflessness are important to me.  "
"R_1ILxpIphPDuHonz","religious","God, no. 8*)
I am anti-religious.  Im not an atheist because I dont like the absolutism of that stance.  But religions are a bane and a huge drag on the advancement of society.  "
"R_1ILxpIphPDuHonz","how_raised","I would have like to be raised in a more intellectual environment.  My Dad died when  I was four and my mother was just not a very intellectual person.  I remember her reading books like 'I, Vanna', an autobiography of Vanna White of all people.  Also, Id gladly remove the constant physical and mental abuse."
"R_1ILxpIphPDuHonz","cute_baby","Yeah, not much man.  I dont spend a lot of time around children.  There is nothing that stands out to me."
"R_1ILxpIphPDuHonz","garden","I do not.  I'm a city dweller and dont have a yard or garden.  I appreciate those things when I see them.  But I dont have or grow any myself."
"R_1imr130m6iJilSJ","famous","I would not like to be famous. I think the money would be nice, but I would not like to have that amount of attention on me all of the time. I value my quiet time and privacy."
"R_1imr130m6iJilSJ","religious","I am not a religious person. I was raised Catholic but once I grew up I left the church. I realized that there is no god."
"R_1imr130m6iJilSJ","last_sing","I think I last sang to myself the other night. I was watching tv and during the closing credits they played a song I liked. I last sang to someone else when my daughter and I were driving in the car back to her college."
"R_1imr130m6iJilSJ","friend_value","I value honesty most in a friendship. I try and treat people as I expect to be treated. I also value time spent together and having a good time."
"R_1imr130m6iJilSJ","like_work","I am a nurse. Ever since I was younger I have enjoyed helping and taking care of people. I don't feel like I'm a nurse, because this is just what I like doing. It comes quite natural to me."
"R_1imr130m6iJilSJ","strangest","I guess it would have to be that it was on the side of a mountain ... literally. We lived in a very rural area in a log home. It was extremely beautiful, but our driveway was unbelievably steep."
"R_1imr130m6iJilSJ","cute_baby","I really don't have one specific answer for this question. Babies do cute things all the time. It's almost impossible to pick out one memory of my children that was the cutest over anything else."
"R_1imr130m6iJilSJ","garden","I don't have any fruit trees or a garden as I live in an apartment complex. I'm not very good with keeping plants alive either. I do have one peace lily and a jade plant though that seem to have taken a liking to me."
"R_1imr130m6iJilSJ","how_raised","I would change the fact that my mother left. Although, she came back into my life when I was in elementary school, it was still difficult. This one change has affected how close I get to people in relationships."
"R_1imr130m6iJilSJ","fire_rescue","I would run back in to save my computer. I have not uploaded any of my pictures to a cloud device yet. Saving my computer would save all the pictures I have taken over the years."
"R_1imr130m6iJilSJ","mind_body","I think I would like to retain the body of a 30 year old. This would enable me to keep active. I would be able to travel in my retirement years without worry."
"R_1imr130m6iJilSJ","why_studies","I do these online studies to pass the time. I work from home and can complete some of the studies in my downtime. It really helps around the holidays and I don't have to put any spending on my credit cards."
"R_1iqj3vZj6GJj5TH","why_studies","I love research and I think it improves our daily life. Understanding of why people do and say things gives us a better understanding of the world around us.  Everyone is different in the world and does thing differently."
"R_1iqj3vZj6GJj5TH","cute_baby","We a baby on Carlos and Alex Penavega laugh he is funny.  His dad and mom take him everywhere they go.This kid can do anything jump and swim he the greatest thing."
"R_1iqj3vZj6GJj5TH","garden","We have Apple trees.  Getting the best apples that I can grow gives me pride.  Also, our tomatoes in our garden are the best in town. "
"R_1iqj3vZj6GJj5TH","mind_body","I would like to have a body of a 30 year because I could everything I want to do.  Being 90 you can't jump or walk without help.  Life is what you make of it and it should be the fullest thing we want."
"R_1iqj3vZj6GJj5TH","how_raised","I wished my mom didn't die when I was young.  Having my mom dad divorce was hell to me.  If I could have more people around me that really cared and loved me."
"R_1iqj3vZj6GJj5TH","famous","I would like to famous book writer. Because you can be anything you want without limitations. Our brain is full of stories and experiences that I would love to share.  Being famous book writer is not just about money about telling a story."
"R_1iqj3vZj6GJj5TH","religious","We are Christians because we love God.  Our family believes in doing the right thing no matter what. Following the bible, you can't go wrong and you get Gods blessings."
"R_1iqj3vZj6GJj5TH","friend_value","Having your friends when you need them.  Sharing your experiences and dreams that could come true or failures.  When you are sad they cheer you up."
"R_1iqj3vZj6GJj5TH","like_work","I work because we need money to pay our bills.  Having money is for food and groceries.  Needing the food, water, electric and bills.  Some jobs are better because you get more money and pride than others. I like working at home because of more family time and get things done that I couldn't  normally."
"R_1iqj3vZj6GJj5TH","last_sing","I sing to myself the Osmonds with my wife.   Everyone loves a song to make them smile.  Singing also gets your stress from yourself."
"R_1iqj3vZj6GJj5TH","fire_rescue","I would save my photos of my family and friends.Pictures and memories of your life can't be replaced or bought somewhere.  Our history of our life and stuff that our family gave that couldn't be replaced with a watch or ring."
"R_1iqj3vZj6GJj5TH","strangest","When I was growing up we played with fake phones now babies have real phones, not toys.  Families spent more time together and parents could hit you and not get in trouble.  Dogs could go free and bit you and know could do anything about it. Dogs can do number two and no one made them clean it up."
"R_1IR9CSSlZv0Qh9x","religious","I am . I believe in God fully. Everyone needs God in there lives."
"R_1IR9CSSlZv0Qh9x","last_sing","I do not sing, sorry. I am a very bad singer. If I did, it would be to a baby."
"R_1IR9CSSlZv0Qh9x","how_raised","I would only change one thing. That I would have tried to have more fun. It all goes by too fast."
"R_1IR9CSSlZv0Qh9x","mind_body","The mind of a 30 year old. It is the first to go. I do not look forward to it."
"R_1IR9CSSlZv0Qh9x","cute_baby","It would be walking. They are so cute when they try it. Sorry, to say, at first it is cute when they stumble."
"R_1IR9CSSlZv0Qh9x","fire_rescue","I would like to save my pictures. Family pics are everything. They are the one thing that are not replaceable."
"R_1IR9CSSlZv0Qh9x","like_work","I am a forklift manager. I help a large manufacturing plant. We unload and load trucks."
"R_1IR9CSSlZv0Qh9x","friend_value","I value honesty. It is the one quality that never gets old. It never goes out of style."
"R_1IR9CSSlZv0Qh9x","garden","No I do not. I wish I did. I would want apple trees."
"R_1IR9CSSlZv0Qh9x","why_studies","I do them to help my family finances. They help with they stuff my check won't. I also do them to help the people giving them."
"R_1IR9CSSlZv0Qh9x","famous","I would love to be famous. I would use that to help people. I would want to be famous for my work."
"R_1IR9CSSlZv0Qh9x","strangest","I grew up in the country. There was strange things in the woods. But NONE stranger than moving to the city."
"R_1IszHoiVUlArZCh","mind_body","I would much rather have the mind of a young 30 year old for the rest of my life than to have the body of one. I think it would be much better to have a healthy mind than to have a young body. In my opinion, If your mind goes, it really doesn't matter how good of a body you have. "
"R_1IszHoiVUlArZCh","cute_baby","For some reason, when my brother was a baby, he used to find hiccups to be extremely hilarious. Sometimes when my mother would be feeding him, she would get the hiccups. He would immediately start laughing and giggling. His laugh was so bubbly and adorable. Seeing him laugh like this as a baby was probably the cutest thing I've ever seen. "
"R_1IszHoiVUlArZCh","friend_value","In a friendship, I most value having somebody that accepts me for who I am. I don't have to pretend to be somebody who I am not. Instead, I can be myself and know that my friend likes me for me, including all my flaws and weaknesses."
"R_1IszHoiVUlArZCh","fire_rescue","I would dash in and save an old antique vase that has a lot of meaning to me and my family. This vase has been passed down from generation to generation in my family. Its a cherished heirloom and I would hate for it to be destroyed. Therefore, I would definitely make sure to save this vase if my house was ever caught on fire. "
"R_1IszHoiVUlArZCh","religious","I am completely not a religious person. As I grew up, I started doubting religion and questioned everything about it. The more I questioned, the more I found out that nobody really had any answers. It was hard for me to believe in something that was purely based on faith with no real proof. As I got older, I just completely separated myself from religion. It is just not something that is important to me whatsoever. "
"R_1IszHoiVUlArZCh","how_raised","This is a hard question, considering that I've always admired the way my parents raised me. I guess I would have to say that the only thing I would change would be the amount of responsibility my parents placed on me at a young age. They always expected the best out of me, and sometimes it could be stressful for a young kid. I could have probably done better with a little less stress as a youngster. "
"R_1IszHoiVUlArZCh","strangest","I grew up in a small mountain town. There used to be an old abandoned home in the forest not too far from where I lived. It was rumored that it was haunted and many people in town used to say that it was a very evil place. People wouldn't even venture out near the house because they were truly scared of it. I think this has to be the strangest thing about where I grew up, hands down. "
"R_1IszHoiVUlArZCh","like_work","I am a front desk manager at a resort hotel. I absolutely love being able to meet and converse with a diverse range of people. I am a natural when it comes to working with customers, and I enjoy being able to help others and make their hotel stays as good as possible. It's a fun job and actually enjoy what I do. "
"R_1IszHoiVUlArZCh","garden","I do have quite a few plants around my house. I have a very small yard, so I don't have enough room for any big trees or a garden. I did have some tomatoes growing in my patio this summer though."
"R_1IszHoiVUlArZCh","famous","In my opinion, fame isn't all glitz and glamour as it appears on television. I think it would become tiring having people stalk you all day and record your every move. I think you lose a lot of privacy and comfort when you become famous. I would much rather be rich, and not famous. Fame is completely not for me. "
"R_1IszHoiVUlArZCh","why_studies","There are two reasons why I do these online studies. First of all, I use the money I make to pay off my credit card bills every month. It definitely helps ease my financial burden. Secondly, I like being able to provide help for academic research. I like the idea that my efforts can actually provide some valuable data. "
"R_1IszHoiVUlArZCh","last_sing","I sing to myself every day in the shower! I love music and find myself singing to myself throughout the day. Because I can be shy, I just can't imagine myself singing to somebody else. "
"R_1j6re7aMuoDkRrl","cute_baby","When my son was small, maybe one or two, his sitter would always wink at him.  His face would light up each time. He was always trying to replicate it and wink back but, obviously, didn't have the motor skills to do so.  His face would wind up being a squished up, with one eye open wide and the other squinting. It's hard to describe, but it was terribly cute!"
"R_1j6re7aMuoDkRrl","garden","I have a few house plants inside, thought I'm not that great at remembering to water them.  Each summer, I plant a garden in my back yard. I usually grow tomatoes, various herbs, lettuce, arugula, potatos, and strawberries."
"R_1j6re7aMuoDkRrl","friend_value","I value so many things in friendship. I suppose if I had to pick one thing, it would be empathy. People who can really put themselves in the shoes of others, who don't judge, and who really and truly feel for and want to help others make wonderful friends!"
"R_1j6re7aMuoDkRrl","strangest","I grew up in an upper class suburb. The strangest thing about that was that my family was poor. My parents had purchased a tiny house, right on the border when they first married. Everyone I went to school with lived in half a million dollar homes and their parents were very well off.  We struggled, the house was in poor condition, and I always felt out of place."
"R_1j6re7aMuoDkRrl","how_raised","My parents were extremely distant. They never talked to us about anything of great significance. I was not comfortable going to them when I had a problem so, I'd just wallow in it. They also didn't show affection. Even now, decades later, I know that ability to build close relationships is challenged because of that."
"R_1j6re7aMuoDkRrl","mind_body","I'd definitely choose to keep my mind sharp and smart. I think that, with a good diet and exercise program, I could stay pretty healthy and mobile. So, I could maintain autonomy. Being of sound mind as you age is very important."
"R_1j6re7aMuoDkRrl","fire_rescue","I would likely save a box of photographs. Many of them, from recent years, I have stored digitally. But, I also have a lot of pictures from my childhood, of my grandparents, etc that I haven't scanned in yet. So, if they burned, those memories would be gone forever."
"R_1j6re7aMuoDkRrl","religious","I'm not at all religous. I was raised Roman Catholic and attended Catholic school for eight years. I came away from it really disliking the practice. I find organized religion to often be oppressive and descriminatory so, now I don't practice any religion."
"R_1j6re7aMuoDkRrl","why_studies","I started doing these studies during a period of unemployment. I definitely wasn't making enough to support myself but, I was grateful to have some income to buy groceries, pay for bus fare, etc. Even though I have a job now, I keep doing them partly because I enjoy them, but also because the money I make allows me to provide extras for my family and save a bit each month."
"R_1j6re7aMuoDkRrl","famous","I don't think I would like to be famous. I really value my privacy. I also don't like crowds. I think that it would be really stressful most of the time. For instance, just going out with friends or running to the store, you'd probably always be recognized and expected to engage with fans."
"R_1j6re7aMuoDkRrl","like_work","I work for a small, local company. I manage a small office.  Mostly, I do bookkeeping, answer the phones, deal with customers, etc.  I like my job because it's pretty stress free. Plus, it's close to home and a very fast commute by bicycle."
"R_1j6re7aMuoDkRrl","last_sing","I attended the birthday party of my neighbor's child a few days ago. We all, of course, sang Happy Birthday to the child.  I think that's the last time. I listen to music all day while I'm at work but, I hardly ever sing along."
"R_1jdFk4Xeq1XSAw2","strangest","The strangest thing about where I grew up is that it is common place to get a pickle at the movie theater and people think that this is normal. I had no idea after leaving Texas that not only do other states not do this, that they think it is very weird. Pickles go well with popcorn, what can I say?"
"R_1jdFk4Xeq1XSAw2","cute_baby","I was working the night shift as a pediatric nurse. I went in to take vitals on one of my patient who was a 5 year old little hispanic boy. I accidentally knocked something off the table and he started to stir. I continued what I was doing and put the thermometer under his arm. As I was waiting for a reading, he opened his eyes and said, ""hey chica, I think you are pretty cute."" It's the best compliment I have ever received. "
